n_worlds,synthetic_fraction,activity_multiplier,mean_D,ci95_low,ci95_high,ci95_half_width,absolute_difference_from_final_mean
5000,0.2,7.5,-0.00770544927335676,-0.008707627857410763,-0.006703270689302756,0.001002178584054003,0.000754754757358614
5000,0.2,10.0,-0.013273281962740219,-0.014181599429255596,-0.012364964496224842,0.0009083174665153778,0.0002591632435889543
5000,0.2,15.0,-0.020646287521223702,-0.02140915035043414,-0.019883424692013266,0.0007628628292104348,3.0140325311053817e-06
5000,0.25,1.0,0.0001124289420615672,-0.0007671653102180099,0.0009920231943411444,0.0008795942522795771,0.00032156974173792364
5000,0.25,2.0,0.0031653970053090123,0.0021476430294232254,0.004183150981194799,0.0010177539758857866,0.0003882826559437041
5000,0.25,3.0,0.0030439675056097896,0.001959912678291683,0.004128022332927896,0.0010840548273181065,0.0001370516250660033
5000,0.25,5.0,-0.0006715539833205812,-0.001714633840015366,0.0003715258733742035,0.0010430798566947847,5.000241428196122e-05
5000,0.25,7.5,-0.00654365651113488,-0.007494343724892502,-0.005592969297377259,0.0009506872137576213,7.220183096784752e-05
5000,0.25,10.0,-0.010651198722850483,-0.011498328909361841,-0.009804068536339125,0.000847130186511358,1.4368886755034699e-06
5000,0.25,15.0,-0.016287479112267925,-0.016968695523562782,-0.015606262700973065,0.0006812164112948594,0.00012709745588901714
10000,0.01,1.0,4.1968262710742055e-06,-0.00014002567197648143,0.00014841932451862983,0.00014422249824755563,1.3552527156068805e-20
10000,0.01,2.0,0.00039776241104995787,0.0001918715734216591,0.0006036532486782566,0.00020589083762829878,0.0
10000,0.01,3.0,0.0003946040515960419,0.00014366294031843013,0.0006455451628736537,0.00025094111127761177,1.0842021724855044e-19
10000,0.01,5.0,-3.5545799011041615e-05,-0.00035794235714364407,0.0002868507591215608,0.00032239655813260244,1.3552527156068805e-20
10000,0.01,7.5,-0.0016890706545507719,-0.0020908052112128157,-0.0012873360978887282,0.00040173455666204366,4.336808689942018e-19
10000,0.01,10.0,-0.0047385641541785916,-0.005196632210186471,-0.004280496098170712,0.0004580680560078796,0.0
10000,0.01,15.0,-0.013716427130296636,-0.014266234038479358,-0.013166620222113914,0.0005498069081827208,1.734723475976807e-18
10000,0.05,1.0,7.751741963844943e-05,-0.00023459875218063072,0.00038963359145752956,0.00031211617181908015,0.0
10000,0.05,2.0,0.0012707744522493097,0.0008385985545758537,0.0017029503499227656,0.000432175897673456,0.0
10000,0.05,3.0,0.0017995083496257379,0.0012804837191199882,0.0023185329801314876,0.0005190246305057498,0.0
10000,0.05,5.0,0.0006520053882579422,1.5056299328265678e-05,0.0012889544771876186,0.0006369490889296765,0.0
10000,0.05,7.5,-0.005149062439551699,-0.005870970777292187,-0.004427154101811211,0.0007219083377404882,0.0
10000,0.05,10.0,-0.013034910791198766,-0.013792991987974942,-0.01227682959442259,0.0007580811967761755,0.0
10000,0.05,15.0,-0.030926574890143884,-0.03170101884678756,-0.03015213093350021,0.0007744439566436747,0.0
10000,0.1,1.0,0.0001408747277786377,-0.0002926162975186639,0.0005743657530759392,0.00043349102529730157,0.0
10000,0.1,2.0,0.0018203142951864564,0.0012610547266449154,0.0023795738637279974,0.0005592595685415409,0.0
10000,0.1,3.0,0.001940811282232653,0.0012870736387224496,0.0025945489257428564,0.0006537376435102035,2.168404344971009e-19
10000,0.1,5.0,0.00030211005395615375,-0.0004505822781484597,0.0010548023860607672,0.0007526923321046135,5.421010862427522e-20
