synthetic_fraction,metric,baseline_activity,treatment_activity,n_worlds,mean_difference,std_difference,median_difference,ci95_low,ci95_high,t_statistic,p_raw,cohens_dz,fraction_difference_gt_0,p_holm,reject_holm_0_05
0.01,p90_receipt_gap,7.5,10.0,10000,-0.7368699999999997,5.332204688849107,-0.8000000000000114,-0.8413919436896972,-0.6323480563103022,-13.81923693854004,4.846772404617492e-43,-0.1381923693854004,0.4317,8.724190328311485e-42,True
0.01,p90_receipt_gap,10.0,15.0,10000,-1.359809999999998,4.795089055669893,-1.0,-1.4538033962610086,-1.2658166037389873,-28.358388847692158,3.1873068803853973e-170,-0.28358388847692156,0.3711,1.211176614546451e-168,True
0.05,p90_receipt_gap,1.0,2.0,10000,0.4291200000000015,4.980367700465821,0.6999999999999886,0.33149476940248057,0.5267452305975224,8.616231286695264,7.965556121353855e-18,0.08616231286695264,0.5393,1.0355222957760012e-16,True
0.05,p90_receipt_gap,2.0,3.0,10000,0.12218000000000281,4.266594476915173,0.0,0.038546161149912564,0.20581383885009308,2.863642201316991,0.004196720901764721,0.02863642201316991,0.4902,0.025180325410588327,True
0.05,p90_receipt_gap,3.0,5.0,10000,-0.1831200000000039,3.9981320102714424,0.0,-0.2614914341865947,-0.1047485658134131,-4.580138913111362,4.702848892989883e-06,-0.04580138913111362,0.4566,4.232564003690895e-05,True
0.05,p90_receipt_gap,3.0,7.5,10000,-0.8313000000000015,3.9350800240248676,-1.0,-0.9084354883554485,-0.7541645116445544,-21.12536453959413,5.98849594145844e-97,-0.2112536453959413,0.3897,1.9163187012667008e-95,True
0.05,p90_receipt_gap,3.0,10.0,10000,-1.5734900000000038,3.9664048528416345,-1.5,-1.6512395180457444,-1.4957404819542632,-39.67043351292582,0.0,-0.3967043351292582,0.317,0.0,True
0.05,p90_receipt_gap,3.0,15.0,10000,-3.1541300000000057,3.998181772862371,-3.0,-3.2325024096335326,-3.0757575903664787,-78.88910957997557,0.0,-0.7888910957997556,0.1911,0.0,True
0.05,p90_receipt_gap,5.0,7.5,10000,-0.6481799999999974,3.805861682446513,-1.0,-0.722782548790995,-0.5735774512089998,-17.031097136019127,3.857709163996775e-64,-0.17031097136019127,0.3955,8.486960160792905e-63,True
0.05,p90_receipt_gap,7.5,10.0,10000,-0.7421900000000023,3.751290740814716,-1.0,-0.8157228485035634,-0.6686571514964413,-19.784923411156647,1.7125771555373808e-85,-0.19784923411156646,0.3837,4.966473751058404e-84,True
0.05,p90_receipt_gap,10.0,15.0,10000,-1.580640000000002,3.789907852514763,-1.599999999999909,-1.6549298216150814,-1.5063501783849227,-41.70655492194041,0.0,-0.4170655492194041,0.2999,0.0,True
0.1,p90_receipt_gap,1.0,2.0,10000,0.4944499999999999,3.714835420004469,0.6999999999999886,0.4216317491556185,0.5672682508443813,13.310145513779048,4.4276175609157e-40,0.13310145513779048,0.5398,7.526949853556691e-39,True
0.1,p90_receipt_gap,2.0,3.0,10000,0.06851000000000204,3.4544702511921628,0.0,0.0007954304847093974,0.13622456951529469,1.9832273841802153,0.0473693488732313,0.019832273841802153,0.473,0.1894773954929252,False
0.1,p90_receipt_gap,3.0,5.0,10000,-0.2201200000000033,3.617115914420471,0.0,-0.2910227518611226,-0.14921724813888404,-6.08551136341647,1.203806378946713e-09,-0.060855113634164695,0.4436,1.2038063789467131e-08,True
0.1,p90_receipt_gap,3.0,7.5,10000,-0.8844600000000034,3.6633299751797845,-1.0,-0.9562686404640974,-0.8126513595359093,-24.143607209628907,3.1970094551492263e-125,-0.2414360720962891,0.3681,1.0550131201992447e-123,True
0.1,p90_receipt_gap,3.0,10.0,10000,-1.697320000000003,3.7971682430815,-1.7999999999999563,-1.7717521398827154,-1.6228878601172907,-44.69962591445735,0.0,-0.4469962591445735,0.2978,0.0,True
0.1,p90_receipt_gap,3.0,15.0,10000,-3.3586600000000004,3.932632141957394,-3.0,-3.435747504940229,-3.281572495059772,-85.40488606005977,0.0,-0.8540488606005977,0.1666,0.0,True
0.1,p90_receipt_gap,5.0,7.5,10000,-0.6643399999999999,3.7266267775447983,-1.0,-0.7373893851838849,-0.591290614816115,-17.82684555381435,5.2677470629649964e-70,-0.17826845553814352,0.3892,1.369614236370899e-68,True
0.1,p90_receipt_gap,7.5,10.0,10000,-0.8128599999999995,3.866205811275124,-1.0,-0.8886454151668168,-0.7370745848331821,-21.02474725037744,4.581983714317048e-96,-0.21024747250377443,0.3771,1.4204149514382847e-94,True
0.1,p90_receipt_gap,10.0,15.0,10000,-1.661339999999998,4.09122392637235,-1.7999999999997272,-1.7415362231023281,-1.581143776897668,-40.607408196135886,0.0,-0.40607408196135886,0.3034,0.0,True
0.15,p90_receipt_gap,1.0,2.0,10000,0.47477000000000064,3.221745863928621,0.6000000000000245,0.411617296864603,0.5379227031353983,14.73641994285243,1.2158019039260053e-48,0.1473641994285243,0.5325,2.31002361745941e-47,True
0.15,p90_receipt_gap,2.0,3.0,10000,0.07485999999999697,3.1723152962519165,0.0,0.012676235476813305,0.13704376452318062,2.359790657897211,0.018304354858281476,0.023597906578972115,0.4681,0.09152177429140737,False
0.15,p90_receipt_gap,3.0,5.0,10000,-0.30815999999999943,3.5018146274422493,0.0,-0.3768026145767999,-0.23951738542319895,-8.80000893208564,1.5942331980393345e-18,-0.0880000893208564,0.4263,2.2319264772550682e-17,True
0.15,p90_receipt_gap,3.0,7.5,10000,-0.9692199999999964,3.671969352744213,-1.0,-1.0411979896522774,-0.8972420103477154,-26.395100473146886,1.7601286463994473e-148,-0.2639510047314688,0.3669,6.33646312703801e-147,True
0.15,p90_receipt_gap,3.0,10.0,10000,-1.7954399999999995,3.7459293112711722,-2.0,-1.8688677536938998,-1.7220122463060992,-47.93042929554699,0.0,-0.4793042929554699,0.2837,0.0,True
0.15,p90_receipt_gap,3.0,15.0,10000,-3.467620000000002,4.123448777247254,-3.0,-3.548447895036382,-3.386792104963622,-84.09513946514761,0.0,-0.8409513946514761,0.1739,0.0,True
0.15,p90_receipt_gap,5.0,7.5,10000,-0.661059999999997,3.8724704361851385,-1.0,-0.7369682144234615,-0.5851517855765325,-17.07075653368248,1.995124157334556e-64,-0.1707075653368248,0.3917,4.588785561869479e-63,True
0.15,p90_receipt_gap,7.5,10.0,10000,-0.826220000000003,4.023398225993606,-1.0,-0.9050867028664489,-0.747353297133557,-20.535377151138505,8.023459973907257e-92,-0.20535377151138504,0.3827,2.4070379921721768e-90,True
0.15,p90_receipt_gap,10.0,15.0,10000,-1.6721800000000024,4.392824346382841,-1.7999999999999545,-1.7582881983464655,-1.5860718016535393,-38.06617037571549,3.2231596738029067e-296,-0.3806617037571549,0.316,1.3214954662591918e-294,True
0.2,p90_receipt_gap,1.0,2.0,10000,0.4968500000000003,2.9877924572963224,0.6999999999998181,0.4382832544976942,0.5554167455023064,16.629334436756825,2.831545110292418e-61,0.16629334436756826,0.5305,5.946244731614078e-60,True
0.2,p90_receipt_gap,2.0,3.0,10000,0.03733999999999756,3.114098502833291,0.0,-0.02370259820295436,0.09838259820294948,1.1990629058786877,0.23053190077774902,0.011990629058786876,0.4602,0.6915957023332471,False
0.2,p90_receipt_gap,3.0,5.0,10000,-0.2644599999999964,3.515604479443841,0.0,-0.3333729234299836,-0.19554707657000922,-7.522461686072072,5.838070568193415e-14,-0.07522461686072071,0.4303,6.421877625012756e-13,True
0.2,p90_receipt_gap,3.0,7.5,10000,-1.032949999999999,3.7839948677576096,-1.0,-1.107123915213151,-0.958776084786847,-27.29787000509659,2.59520756282435e-158,-0.2729787000509659,0.3576,9.602267982450095e-157,True
0.2,p90_receipt_gap,3.0,10.0,10000,-1.8546600000000002,3.9534237365003064,-2.0,-1.9321550620391859,-1.7771649379608145,-46.91275521206343,0.0,-0.4691275521206343,0.2883,0.0,True
0.2,p90_receipt_gap,3.0,15.0,10000,-3.3804099999999977,4.3188021993538595,-3.0,-3.465067215285039,-3.2957527847149564,-78.2719338363249,0.0,-0.782719338363249,0.19,0.0,True
0.2,p90_receipt_gap,5.0,7.5,10000,-0.7684900000000023,3.9362097879368,-1.0,-0.845647634001927,-0.6913323659980777,-19.523603705147366,2.436497420491386e-83,-0.19523603705147366,0.3832,6.822192777375881e-82,True
0.2,p90_receipt_gap,7.5,10.0,10000,-0.8217100000000015,4.298663225521702,-1.0,-0.9059724508655045,-0.7374475491344985,-19.115477461025705,4.973422155883649e-80,-0.19115477461025704,0.3916,1.3428239820885852e-78,True
0.2,p90_receipt_gap,10.0,15.0,10000,-1.5257499999999977,4.811856121439352,-1.2999999999999545,-1.6200720644960935,-1.431427935503902,-31.70813842920154,2.4645982052863427e-210,-0.3170813842920154,0.3456,9.85839282114537e-209,True
0.25,p90_receipt_gap,1.0,2.0,10000,0.5019199999999963,2.8429028339449682,0.7000000000000455,0.4461933827254796,0.5576466172745129,17.655193628390897,1.0182626144118841e-68,0.17655193628390897,0.5283,2.443830274588522e-67,True
0.25,p90_receipt_gap,2.0,3.0,10000,0.03529000000000231,3.068521989267775,0.0,-0.024859206808123813,0.09543920680812844,1.1500650842141555,0.2501445706635726,0.011500650842141554,0.452,0.6915957023332471,False
0.25,p90_receipt_gap,3.0,5.0,10000,-0.2915500000000004,3.5697529201740426,0.0,-0.3615243418494123,-0.22157565815058855,-8.167231921076093,3.536683812258615e-16,-0.08167231921076094,0.4336,4.244020574710338e-15,True
0.25,p90_receipt_gap,3.0,7.5,10000,-1.0266500000000034,3.9013844795900043,-1.0,-1.1031249878676541,-0.9501750121323527,-26.315017280939554,1.270156434208158e-147,-0.26315017280939557,0.3734,4.445547519728553e-146,True
0.25,p90_receipt_gap,3.0,10.0,10000,-1.7624900000000039,4.173122990692888,-1.6000000000000805,-1.8442916095960393,-1.6806883904039684,-42.23431717518988,0.0,-0.4223431717518988,0.3137,0.0,True
0.25,p90_receipt_gap,3.0,15.0,10000,-3.2548900000000027,4.599573642814035,-3.0,-3.3450509006676383,-3.164729099332367,-70.76503721350682,0.0,-0.7076503721350681,0.2153,0.0,True
0.25,p90_receipt_gap,5.0,7.5,10000,-0.7351000000000029,4.133574800830803,-0.900000000000091,-0.8161263854786223,-0.6540736145213835,-17.783638507092117,1.1129615075714688e-69,-0.17783638507092114,0.4023,2.782403768928672e-68,True
0.25,p90_receipt_gap,7.5,10.0,10000,-0.7358400000000002,4.649754995325201,-0.9000000000000927,-0.826984556173662,-0.6446954438263384,-15.825349953703013,9.849111081297394e-56,-0.15825349953703013,0.4021,1.9698222162594788e-54,True
0.25,p90_receipt_gap,10.0,15.0,10000,-1.4923999999999988,5.1554914556436735,-1.2000000000000455,-1.5934580086594172,-1.3913419913405805,-28.947773705769233,5.218111297365795e-177,-0.28947773705769236,0.3621,2.03506340597266e-175,True
0.01,p99_receipt_gap,1.0,2.0,10000,-4.10572900000004,182.05899661245326,11.339999999998213,-7.674451752133713,-0.5370062478663677,-2.255164027263017,0.024144568332941724,-0.022551640272630166,0.5483,0.3380239566611841,False
0.01,p99_receipt_gap,2.0,3.0,10000,4.230406000000062,136.74159314643356,10.019999999999726,1.549995563247696,6.910816436752427,3.0937229138977584,0.001982071478533768,0.030937229138977583,0.5446,0.03171314365654029,True
0.01,p99_receipt_gap,3.0,5.0,10000,-0.2112339999999987,110.96999526431513,5.359999999999587,-2.386469249411664,1.9640012494116665,-0.1903523556046557,0.8490368939748084,-0.0019035235560465567,0.5288,1.0,False
0.01,p99_receipt_gap,3.0,7.5,10000,-3.545419999999987,104.87977219533403,5.439999999999415,-5.601274619856126,-1.489565380143849,-3.380461194554081,0.0007264120342529529,-0.033804611945540804,0.5305,0.012349004582300198,True
0.01,p99_receipt_gap,3.0,10.0,10000,-6.176124000000028,102.45011825356585,5.145000000000394,-8.184352512588001,-4.167895487412055,-6.028420567279398,1.7142189980737588e-09,-0.06028420567279398,0.529,4.9712350944139e-08,True
0.01,p99_receipt_gap,3.0,15.0,10000,-13.263150999999992,97.37340274200827,0.6499999999982151,-15.171865670979951,-11.354436329020032,-13.620917649494938,7.102462508335114e-42,-0.13620917649494937,0.5036,3.2671327538341526e-40,True
0.01,p99_receipt_gap,5.0,7.5,10000,-3.3341859999999883,88.58725751233499,-0.06000000000020833,-5.070674541164284,-1.5976974588356925,-3.7637309175484215,0.00016835465918943146,-0.03763730917548421,0.4995,0.0038721571613569237,True
0.01,p99_receipt_gap,7.5,10.0,10000,-2.630704000000042,74.68167263369985,-2.0499999999990237,-4.094615090659391,-1.1667929093406924,-3.522556347797901,0.0004293130703786398,-0.03522556347797901,0.4887,0.008613808836140425,True
0.01,p99_receipt_gap,10.0,15.0,10000,-7.087026999999964,65.54033489707774,-5.94499999999978,-8.371749472834152,-5.802304527165777,-10.813229763212508,4.207480232511191e-27,-0.10813229763212508,0.4622,1.7671416976547002e-25,True
0.05,p99_receipt_gap,1.0,2.0,10000,0.4792409999999378,86.48239092490398,6.509999999999451,-1.2159879197199919,2.1744699197198676,0.554148647920802,0.5794895116388623,0.0055414864792080205,0.5369,1.0,False
0.05,p99_receipt_gap,2.0,3.0,10000,-0.23134599999995112,66.68747772000935,1.829999999999977,-1.5385547809447855,1.075862780944883,-0.34691070634170423,0.7286657036125471,-0.003469107063417043,0.5123,1.0,False
0.05,p99_receipt_gap,3.0,5.0,10000,-1.02056300000005,56.474811520948506,0.13999999999998636,-2.1275829690614625,0.08645696906136235,-1.8071118300615967,0.07077488939540494,-0.018071118300615967,0.5012,0.7077488939540494,False
0.05,p99_receipt_gap,3.0,7.5,10000,-4.3029129999999665,54.442105824932,-1.9250000000001606,-5.37008784632236,-3.235738153677573,-7.903649087044368,2.9941645649177996e-15,-0.07903649087044368,0.4835,1.1078408890195859e-13,True
0.05,p99_receipt_gap,3.0,10.0,10000,-7.697798000000004,53.36501464789482,-4.889999999999361,-8.743859691459761,-6.651736308540247,-14.424802561735403,1.061767003588966e-46,-0.14424802561735403,0.4598,5.0964816172270366e-45,True
0.05,p99_receipt_gap,3.0,15.0,10000,-14.342914000000013,52.55956008895317,-11.309999999999263,-15.3731871610175,-13.312640838982526,-27.28887756238007,3.2621589233087445e-158,-0.2728887756238007,0.4104,1.761565818586722e-156,True
0.05,p99_receipt_gap,5.0,7.5,10000,-3.282349999999917,49.41050273125653,-2.690000000000623,-4.250895298899673,-2.3138047011001612,-6.643020852980594,3.233103672166336e-11,-0.06643020852980594,0.4764,1.0345931750932276e-09,True
0.05,p99_receipt_gap,7.5,10.0,10000,-3.3948850000000377,45.000279769182576,-3.4699999999996862,-4.276981052668701,-2.5127889473313747,-7.544141986257045,4.949218273063188e-14,-0.07544141986257046,0.4689,1.7817185783027476e-12,True
0.05,p99_receipt_gap,10.0,15.0,10000,-6.645116000000008,42.42699898662221,-6.065000000000417,-7.4767705702523966,-5.813461429747619,-15.662470027859618,1.2147741469228858e-54,-0.15662470027859618,0.4407,6.07387073461443e-53,True
0.1,p99_receipt_gap,1.0,2.0,10000,-0.1369179999999832,64.60347294203993,3.3650000000003573,-1.4032760929531314,1.129440092953165,-0.21193597459198737,0.8321613040407108,-0.002119359745919874,0.5228,1.0,False
0.1,p99_receipt_gap,2.0,3.0,10000,-0.8643599999999607,52.743335753979764,-0.19999999999975415,-1.898235533925527,0.1695155339256056,-1.6388041970491793,0.10128550606573154,-0.016388041970491794,0.4979,0.9115695545915838,False
0.1,p99_receipt_gap,3.0,5.0,10000,-1.1073390000000058,47.53080425960024,-0.26999999999987523,-2.0390384257060834,-0.17563957429392807,-2.329729145654728,0.019840275061872054,-0.023297291456547284,0.4972,0.29760412592808083,False
0.1,p99_receipt_gap,3.0,7.5,10000,-4.153188000000008,46.2374964921852,-2.4600000000014006,-5.059535990506703,-3.246840009493313,-8.98229427430604,3.1302489781196643e-19,-0.08982294274306041,0.4765,1.1894946116854724e-17,True
0.1,p99_receipt_gap,3.0,10.0,10000,-7.033818000000002,45.59462139214298,-5.284999999999627,-7.927564344672162,-6.140071655327842,-15.426859101437989,4.4049032701214745e-53,-0.1542685910143799,0.4528,2.1584026023595223e-51,True
0.1,p99_receipt_gap,3.0,15.0,10000,-11.522362000000033,44.78722902602186,-10.200000000000045,-12.400281829309105,-10.644442170690962,-25.726891907747667,2.1763278746792613e-141,-0.2572689190774767,0.4059,1.1534537735800084e-139,True
0.1,p99_receipt_gap,5.0,7.5,10000,-3.0458490000000022,42.56604956178956,-2.699999999999349,-3.880229241383894,-2.2114687586161104,-7.155582985399195,8.916809986563973e-13,-0.07155582985399195,0.4751,3.0317153954317507e-11,True
0.1,p99_receipt_gap,7.5,10.0,10000,-2.8806299999999934,41.00222108613745,-2.7100000000020827,-3.684356055843282,-2.0769039441567045,-7.025546235527989,2.271308339290556e-12,-0.0702554623552799,0.4713,7.495317519658834e-11,True
0.1,p99_receipt_gap,10.0,15.0,10000,-4.488544000000032,39.77385247463623,-4.139999999999532,-5.268191558798746,-3.7088964412013183,-11.285162790962668,2.337192586960568e-29,-0.11285162790962668,0.4558,1.02836473826265e-27,True
0.15,p99_receipt_gap,1.0,2.0,10000,-0.7787769999999745,56.047264348033586,1.1900000000010778,-1.8774161839753312,0.31986218397538213,-1.3895004672557187,0.16471155720445882,-0.013895004672557188,0.5094,1.0,False
0.15,p99_receipt_gap,2.0,3.0,10000,-0.933144000000013,47.806156266248315,0.030000000000327987,-1.8702408792198129,0.003952879219787042,-1.951932706748112,0.05097406942989394,-0.01951932706748112,0.5003,0.6626629025886211,False
0.15,p99_receipt_gap,3.0,5.0,10000,-1.5650490000000141,44.27750605975772,-1.3449999999992315,-2.432977233283408,-0.6971207667166203,-3.5346367473538276,0.00041018137314954406,-0.035346367473538275,0.4858,0.008613808836140425,True
0.15,p99_receipt_gap,3.0,7.5,10000,-4.227641999999989,43.3430369158039,-3.4749999999993406,-5.077252757315448,-3.3780312426845294,-9.753912740845555,2.2330116713061812e-22,-0.09753912740845555,0.4688,9.155347852355343e-21,True
0.15,p99_receipt_gap,3.0,10.0,10000,-6.066801000000008,43.30715166799767,-5.065000000000516,-6.915708334234516,-5.2178936657655,-14.008773993056536,3.5986043620121915e-44,-0.14008773993056536,0.4489,1.69134405014573e-42,True
0.15,p99_receipt_gap,3.0,15.0,10000,-8.693367000000027,43.1419467535979,-7.254999999999768,-9.539035985414905,-7.847698014585148,-20.150613623561224,1.5011642205474722e-88,-0.20150613623561223,0.426,7.806053946846855e-87,True
0.15,p99_receipt_gap,5.0,7.5,10000,-2.6625929999999745,41.47859740867146,-3.0200000000011116,-3.4756569905371677,-1.849529009462781,-6.4191972881014925,1.4321037097739326e-10,-0.06419197288101493,0.4714,4.296311129321798e-09,True
0.15,p99_receipt_gap,7.5,10.0,10000,-1.8391590000000193,41.07888768971354,-1.7249999999996817,-2.644387875575382,-1.0339301244246564,-4.477139239728145,7.648788032898676e-06,-0.04477139239728145,0.4823,0.00020651727688826424,True
0.15,p99_receipt_gap,10.0,15.0,10000,-2.6265660000000186,39.72443591655558,-3.0899999999998116,-3.4052448948027974,-1.8478871051972399,-6.611965505356287,3.9861841406041425e-11,-0.06611965505356288,0.4693,1.2357170835872842e-09,True
0.2,p99_receipt_gap,1.0,2.0,10000,-0.7979479999999807,50.534422946339674,1.030000000000932,-1.788524397157892,0.19262839715793056,-1.5790187232320576,0.11436339455948277,-0.015790187232320577,0.5095,0.9149071564758622,False
0.2,p99_receipt_gap,2.0,3.0,10000,-0.5369580000000549,44.90555723753255,-0.04499999999953275,-1.4171973004063796,0.3432813004062699,-1.1957495531338371,0.2318226634946891,-0.011957495531338371,0.4998,1.0,False
0.2,p99_receipt_gap,3.0,5.0,10000,-2.598208999999948,43.125174402766675,-1.6149999999992986,-3.4435492135818944,-1.7528687864180015,-6.0248080987082595,1.7528057578006043e-09,-0.06024808098708259,0.4848,4.9712350944139e-08,True
0.2,p99_receipt_gap,3.0,7.5,10000,-4.094952999999964,43.328962798796724,-3.3400000000009413,-4.944287876296005,-3.2456181237039226,-9.450844736384237,4.116355126800907e-21,-0.09450844736384235,0.4692,1.6465420507203628e-19,True
0.2,p99_receipt_gap,3.0,10.0,10000,-5.660883999999995,43.42398231786871,-4.380000000001139,-6.512081450109572,-4.809686549890418,-13.036307813874949,1.5662342570845657e-38,-0.13036307813874948,0.4563,7.048054156880546e-37,True
0.2,p99_receipt_gap,3.0,15.0,10000,-7.3646929999999236,43.470778896260114,-6.095000000000894,-8.21680775723046,-6.512578242769386,-16.94170932058805,1.6961451073233227e-63,-0.16941709320588053,0.4407,8.650340047348946e-62,True
0.2,p99_receipt_gap,5.0,7.5,10000,-1.4967440000000154,42.520314893898984,-1.8600000000006816,-2.3302277498460033,-0.6632602501540275,-3.5200680045170016,0.0004333559636966195,-0.03520068004517002,0.4852,0.008613808836140425,True
0.2,p99_receipt_gap,7.5,10.0,10000,-1.5659310000000317,42.150320142343475,-1.7200000000009439,-2.392162108050696,-0.7396998919493676,-3.7151105726168017,0.00020422130896286317,-0.03715110572616802,0.4821,0.0044928687971829894,True
0.2,p99_receipt_gap,10.0,15.0,10000,-1.703808999999929,42.707860268039454,-1.3049999999977047,-2.540969016639682,-0.8666489833601762,-3.989450628775657,6.669874727616879e-05,-0.03989450628775657,0.4883,0.0017341674291803885,True
0.25,p99_receipt_gap,1.0,2.0,10000,0.013049999999948431,47.33289572569243,1.8550000000001319,-0.914770020123654,0.9408700201235508,0.027570677432407445,0.9780051190030346,0.00027570677432407444,0.5139,1.0,False
0.25,p99_receipt_gap,2.0,3.0,10000,-1.7017909999999574,44.104102847366875,-1.325000000000955,-2.5663201813229057,-0.837261818677009,-3.8585775248380516,0.00011476562214130435,-0.03858577524838051,0.4868,0.0028691405535326087,True
0.25,p99_receipt_gap,3.0,5.0,10000,-1.509485000000015,42.934097833079576,-1.5450000000003001,-2.351079728248471,-0.6678902717515596,-3.5158186061545638,0.00044034239696842003,-0.03515818606154564,0.4854,0.008613808836140425,True
0.25,p99_receipt_gap,3.0,7.5,10000,-3.2028570000000602,44.30204527297906,-2.2800000000000864,-4.071266251251101,-2.334447748749019,-7.22959172711957,5.199129373388178e-13,-0.07229591727119569,0.4787,1.819695280685862e-11,True
0.25,p99_receipt_gap,3.0,10.0,10000,-4.05475900000002,44.733102958010214,-2.955000000000254,-4.931617849439979,-3.1779001505600615,-9.064336546932852,1.4888300363515156e-19,-0.09064336546932851,0.4738,5.806437141770911e-18,True
0.25,p99_receipt_gap,3.0,15.0,10000,-4.913266000000004,44.16703026658572,-3.869999999999621,-5.779028685389644,-4.047503314610363,-11.124284268931486,1.4057504915719864e-28,-0.11124284268931486,0.4642,6.044727113759542e-27,True
0.25,p99_receipt_gap,5.0,7.5,10000,-1.693372000000045,44.189530577172654,-0.835000000001962,-2.5595757367621292,-0.8271682632379607,-3.8320660524843952,0.00012784964182465628,-0.03832066052484395,0.4913,0.0030683914037917506,True
0.25,p99_receipt_gap,7.5,10.0,10000,-0.8519019999999599,45.39003538942945,-0.7500000000009095,-1.7416380472617372,0.03783404726181738,-1.8768480629965603,0.06056801685521263,-0.018768480629965605,0.492,0.7019648606671652,False
0.25,p99_receipt_gap,10.0,15.0,10000,-0.8585069999999834,45.37153503089852,-0.7449999999998198,-1.747880403000063,0.030866403000096132,-1.8921709380459149,0.05849707172226377,-0.01892170938045915,0.4935,0.7019648606671652,False
0.01,top_1pct_share_gap,1.0,2.0,10000,-0.022823678824300357,0.22832170096575072,-0.01867545382928204,-0.02729924369175278,-0.018348113956847933,-9.996281005161228,2.037692956226154e-23,-0.09996281005161227,0.4644,6.5206174599236925e-22,True
0.01,top_1pct_share_gap,2.0,3.0,10000,0.018972278501225508,0.20759582508181157,0.02781596851240581,0.014902982514746655,0.023041574487704358,9.13904626634409,7.524952555997336e-20,0.09139046266344089,0.554,2.332735292359174e-18,True
0.01,top_1pct_share_gap,3.0,5.0,10000,0.007951013122080238,0.17890611301252443,0.014641253520278535,0.0044440932341128815,0.011457933010047595,4.444237811775399,8.915373745051036e-06,0.04444237811775399,0.533,0.0001248152324307145,True
0.01,top_1pct_share_gap,3.0,7.5,10000,0.012030149389104312,0.17412502131522786,0.020156555530047277,0.008616948521002258,0.015443350257206365,6.908914812033526,5.1813190571370054e-12,0.06908914812033526,0.553,1.1398901925701412e-10,True
0.01,top_1pct_share_gap,3.0,10.0,10000,0.017890301920444874,0.16983380018152514,0.027692601615029483,0.014561217623230448,0.0212193862176593,10.534005540312357,8.219076680634884e-26,0.10534005540312356,0.5705,2.7944860714158607e-24,True
0.01,top_1pct_share_gap,3.0,15.0,10000,0.028227676294122785,0.1637202012099288,0.04053956447871873,0.02501843084120233,0.03143692174704324,17.241413146034493,1.1498322586833245e-65,0.1724141314603449,0.5984,5.17424516407496e-64,True
0.01,top_1pct_share_gap,5.0,7.5,10000,0.004079136267024076,0.16254348703301538,0.008864372372250101,0.0008929567802686915,0.00726531575377946,2.5095661114957704,0.012103635256550786,0.025095661114957705,0.5221,0.07262181153930472,False
0.01,top_1pct_share_gap,7.5,10.0,10000,0.005860152531340563,0.14886650869234583,0.0064045924683751865,0.002942069346844203,0.008778235715836923,3.9365150582334243,8.323384086301985e-05,0.039365150582334245,0.5168,0.001082039931219258,True
0.01,top_1pct_share_gap,10.0,15.0,10000,0.010337374373677904,0.13656084578656263,0.013162697820876118,0.007660506948957691,0.013014241798398118,7.56979375320703,4.06825985197178e-14,0.0756979375320703,0.5398,1.0170649629929449e-12,True
0.05,top_1pct_share_gap,1.0,2.0,10000,-0.004323863401929145,0.15757674521077883,0.002234667598583512,-0.007412684752724238,-0.0012350420511340523,-2.743973037484326,0.006080876988485966,-0.02743973037484326,0.5063,0.048647015907887725,True
0.05,top_1pct_share_gap,2.0,3.0,10000,0.0030974241946463673,0.1319786307971973,0.006344585600778607,0.0005103774060495406,0.005684470983243194,2.3469134176774205,0.018949057066110452,0.023469134176774202,0.5213,0.09474528533055226,False
0.05,top_1pct_share_gap,3.0,5.0,10000,0.005989610820510091,0.11455161045005383,0.008897609997300882,0.003744168704969521,0.00823505293605066,5.228744316188944,1.7411293419927095e-07,0.05228744316188945,0.5313,2.9599198813876063e-06,True
0.05,top_1pct_share_gap,3.0,7.5,10000,0.011683920237950701,0.10948608866055178,0.017253828959708423,0.009537772544536966,0.013830067931364437,10.671602557814689,1.9177498147468177e-26,0.10671602557814688,0.5606,6.712124351613862e-25,True
0.05,top_1pct_share_gap,3.0,10.0,10000,0.016729553695952536,0.10677237253928977,0.019810053670613892,0.014636600300238875,0.018822507091666198,15.668429293164246,1.1085708546834755e-54,0.15668429293164246,0.5735,4.877711760607292e-53,True
0.05,top_1pct_share_gap,3.0,15.0,10000,0.026777200555771277,0.10346670021496986,0.03173058906588527,0.024749044990730117,0.028805356120812437,25.880017918941107,5.326860303661709e-143,0.25880017918941106,0.6146,2.6634301518308544e-141,True
0.05,top_1pct_share_gap,5.0,7.5,10000,0.005694309417440611,0.10011150985947574,0.006103756495482088,0.0037319223361447483,0.007656696498736475,5.6879667736842485,1.3217297945753294e-08,0.05687966773684249,0.5214,2.643459589150659e-07,True
0.05,top_1pct_share_gap,7.5,10.0,10000,0.005045633458001832,0.08962927318445857,0.0045483765963336975,0.003288719312465437,0.006802547603538226,5.629448146497665,1.8566416887952288e-08,0.05629448146497665,0.5202,3.341955039831412e-07,True
0.05,top_1pct_share_gap,10.0,15.0,10000,0.010047646859818737,0.08195087663941729,0.010671910073535101,0.0084412447403841,0.011654048979253375,12.26057276242235,2.5990732978767964e-34,0.1226057276242235,0.5468,1.0136385861719506e-32,True
0.1,top_1pct_share_gap,1.0,2.0,10000,-0.003306779117342314,0.12646374067675084,-0.00207917962278642,-0.005785722960110821,-0.0008278352745738076,-2.6148041325099234,0.00894125988519832,-0.026148041325099233,0.4933,0.06258881919638823,False
