synthetic_fraction,metric,baseline_activity,treatment_activity,n_worlds,mean_difference,std_difference,median_difference,ci95_low,ci95_high,t_statistic,p_raw,cohens_dz,fraction_difference_gt_0,family,p_holm,reject_holm_0_05
0.15,exposure_minus_production,3.0,15.0,10000,-0.028682937212444658,0.04670990197511239,-0.0276239335820459,-0.02959854530119711,-0.027767329123692206,-61.406545506619295,0.0,-0.614065455066193,0.2733,vs_3x,0.0,True
0.2,exposure_minus_production,3.0,1.0,10000,-0.0036173068769214927,0.04821130599691792,-0.004216174689813626,-0.004562345506281437,-0.0026722682475615487,-7.503026110001546,6.767172356559113e-14,-0.07503026110001546,0.4659,vs_3x,1.2180910241806403e-12,True
0.2,exposure_minus_production,3.0,2.0,10000,-0.00046482315208650426,0.05143647874410493,-0.0007923874833050126,-0.0014730816583907798,0.0005434353542177713,-0.9036838512974161,0.36618483489242853,-0.009036838512974162,0.4952,vs_3x,1.0,False
0.2,exposure_minus_production,3.0,5.0,10000,-0.003958123750721564,0.05288718511418569,-0.00313293948797011,-0.004994819021623598,-0.00292142847981953,-7.484088521965775,7.811764825706273e-14,-0.07484088521965776,0.4779,vs_3x,1.3280000203700664e-12,True
0.2,exposure_minus_production,3.0,7.5,10000,-0.010656079062992665,0.051199992219503464,-0.00999879109829957,-0.01165970195745341,-0.009652456168531921,-20.812657582657753,3.245416803795907e-94,-0.2081265758265775,0.4223,vs_3x,8.113542009489768e-93,True
0.2,exposure_minus_production,3.0,10.0,10000,-0.016719503266145786,0.048267296349136964,-0.016525907567391945,-0.017665639419097434,-0.015773367113194138,-34.63940293072731,2.086920108630154e-248,-0.34639402930727314,0.3686,vs_3x,6.052068315027446e-247,True
0.2,exposure_minus_production,3.0,15.0,10000,-0.024354686100749326,0.04516821453864586,-0.024406026042119333,-0.025240074012891068,-0.023469298188607584,-53.919966395641985,0.0,-0.5391996639564198,0.2962,vs_3x,0.0,True
0.25,exposure_minus_production,3.0,1.0,10000,-0.0033901599303521493,0.04947897135696323,-0.0037879815005388284,-0.004360047352118192,-0.0024202725085861066,-6.851718694582457,7.72674493224847e-12,-0.06851718694582458,0.4666,vs_3x,1.0817442905147858e-10,True
0.25,exposure_minus_production,3.0,2.0,10000,0.0003726605305769231,0.05274050919594786,0.000467401559482189,-0.0006611595971223849,0.001406480658276231,0.7065925912705356,0.4798361588692465,0.0070659259127053555,0.504,vs_3x,1.0,False
0.25,exposure_minus_production,3.0,5.0,10000,-0.0038025706997144126,0.052028035601646226,-0.0036042160449783756,-0.004822424911015252,-0.0027827164884135737,-7.3086955056863525,2.9038857939759286e-13,-0.07308695505686351,0.4711,vs_3x,4.646217270361486e-12,True
0.25,exposure_minus_production,3.0,7.5,10000,-0.009652473810842827,0.04944594229875674,-0.009034335664754894,-0.010621713796592543,-0.00868323382509311,-19.52126577449314,2.5463030634130904e-83,-0.1952126577449314,0.4272,vs_3x,5.601866739508799e-82,True
0.25,exposure_minus_production,3.0,10.0,10000,-0.013833654742201782,0.047044690857693784,-0.013796629543480099,-0.014755825366861056,-0.012911484117542508,-29.40534731973778,2.3342671399785682e-182,-0.29405347319737773,0.3846,vs_3x,6.069094563944278e-181,True
