synthetic_fraction,activity_multiplier,baseline_multiplier,n_worlds,paired_delta_effect_n,paired_delta_effect_mean,paired_delta_effect_std,paired_delta_effect_median,paired_delta_effect_min,paired_delta_effect_max,paired_delta_effect_ci95_low,paired_delta_effect_ci95_high,paired_delta_effect_ci95_half_width,paired_production_change_n,paired_production_change_mean,paired_production_change_std,paired_production_change_median,paired_production_change_min,paired_production_change_max,paired_production_change_ci95_low,paired_production_change_ci95_high,paired_production_change_ci95_half_width,paired_exposure_change_n,paired_exposure_change_mean,paired_exposure_change_std,paired_exposure_change_median,paired_exposure_change_min,paired_exposure_change_max,paired_exposure_change_ci95_low,paired_exposure_change_ci95_high,paired_exposure_change_ci95_half_width,fraction_paired_effect_gt_0
0.05,10.0,1.0,2000,2000,-0.012357626581007504,0.040867669459736584,-0.011697077549760331,-0.17479313043202405,0.11885725519046562,-0.014149783367082471,-0.010565469794932537,0.0017921567860749664,2000,0.2945230288441539,0.0074651885160548674,0.2944896569931481,0.26660952543871247,0.3179972449386319,0.29419566032925587,0.2948503973590519,0.00032736851489800794,2000,0.2821654022631464,0.041148646491195665,0.2824786790398094,0.12038727633323418,0.4120240200854026,0.2803609238815335,0.2839698806447593,0.0018044783816128943,0.388
0.05,15.0,1.0,2000,2000,-0.03144995771958106,0.04275033722238807,-0.032217092969015565,-0.18056223807421273,0.10387462121092919,-0.033324674530520786,-0.029575240908641342,0.0018747168109397214,2000,0.3910376339406323,0.007660868285063262,0.39101116245919343,0.36472862272405876,0.419271393229035,0.3907016843436574,0.3913735835376072,0.0003359495969749167,2000,0.35958767622105126,0.042973548775062084,0.35837376627628315,0.21297440366358678,0.4903834341330843,0.3577031709855661,0.3614721814565364,0.0018845052354851725,0.2325
0.1,2.0,1.0,2000,2000,0.0008374817214797438,0.03523639460066111,0.0006043647839472574,-0.11618628867683341,0.12409507992880349,-0.0007077285764210346,0.0023826920193805224,0.0015452102979007785,2000,0.08188000687965999,0.007017744020099116,0.0818093558393427,0.05778442599019572,0.10328986800676439,0.08157226000456723,0.08218775375475275,0.00030774687509275734,2000,0.08271748860113974,0.035489584839688,0.08200436707296199,-0.03215042123825658,0.20985170994749539,0.08116117523298713,0.08427380196929235,0.0015563133681526075,0.508
0.1,3.0,1.0,2000,2000,0.0013909867329150746,0.0394884052700892,0.0004650335900399441,-0.1715923549854405,0.1334388033425909,-0.00034068562353754546,0.0031226590893676945,0.00173167235645262,2000,0.1500243962555584,0.007378812992510961,0.14980252274680286,0.1257967317639554,0.1749190458548897,0.1497008155387589,0.1503479769723579,0.0003235807167995013,2000,0.15141538298847346,0.04041897195411771,0.15049810786011647,-0.03397966722064866,0.28203526924206784,0.14964290279003414,0.15318786318691277,0.0017724801984393048,0.5075
0.1,5.0,1.0,2000,2000,0.0006691961786359363,0.04396370602342025,0.0009329289186098197,-0.17975792028216261,0.14926955999647257,-0.001258730104718743,0.0025971224619906154,0.0019279262833546793,2000,0.25733311167926165,0.00800881819079213,0.2574423664906472,0.23147098356846657,0.2838649820685148,0.2569819035467987,0.2576843198117246,0.0003512081324629874,2000,0.2580023078578976,0.04452042933280673,0.25809548552299133,0.09048946950556788,0.41451282551849944,0.25604996776602207,0.2599546479497731,0.0019523400918755216,0.5065
0.1,7.5,1.0,2000,2000,-0.006324206075321547,0.045276362448976336,-0.005656481307680261,-0.1611173053610251,0.13605883893511045,-0.00830969585940785,-0.004338716291235245,0.0019854897840863015,2000,0.3544842907333788,0.008198694180169308,0.35440356958442926,0.32330128366882693,0.3858847470358908,0.35412475603012344,0.3548438254366341,0.0003595347032553411,2000,0.34816008465805726,0.04560283347479792,0.3479998016156765,0.1883621034916341,0.49177565569154114,0.3461602782449065,0.350159891071208,0.001999806413150737,0.448
0.1,10.0,1.0,2000,2000,-0.015415333090908704,0.04401737397331444,-0.0166120762127248,-0.16603486483604227,0.1431108479382015,-0.017345612857637138,-0.01348505332418027,0.0019302797667284342,2000,0.42628243969601715,0.008119932746593212,0.4263977497079654,0.3969814233904256,0.4536559356136821,0.4259263588926179,0.4266385204994164,0.00035608080339928356,2000,0.4108671066051084,0.044389287399543266,0.41040828068284163,0.2553862335683206,0.592645040331855,0.40892051743832214,0.41281369577189464,0.0019465891667862245,0.3695
0.1,15.0,1.0,2000,2000,-0.030016593730585267,0.042140721763767215,-0.030270658494170155,-0.185868077537933,0.11667446630871223,-0.031864577270567615,-0.02816861019060292,0.0018479835399823467,2000,0.525145443292734,0.007978339728892486,0.5249528402095501,0.4972941524140224,0.5501380298987183,0.524795571722474,0.5254953148629941,0.00034987157026003654,2000,0.4951288495621488,0.0424319777225818,0.4953498623606069,0.3570821547536921,0.6391873857253275,0.4932680936681278,0.4969896054561698,0.001860755894020998,0.239
0.15,2.0,1.0,2000,2000,0.0014489180404489807,0.04132992561181115,0.0009681170100101222,-0.16197707589704952,0.1402100140796076,-0.00036350991623094325,0.0032613459971289047,0.001812427956679924,2000,0.11090066155520023,0.00786895727062702,0.11083199438852194,0.08530611994166482,0.14049385657746,0.11055558669875944,0.11124573641164102,0.0003450748564407876,2000,0.1123495795956492,0.04180672657534614,0.11173449134232152,-0.058587908821380735,0.2587088321888425,0.11051624263941773,0.11418291655188068,0.001833336956231469,0.51
0.15,3.0,1.0,2000,2000,0.0031414412860461213,0.04543712397295759,0.004393059463685026,-0.14263112631317665,0.19319676027517232,0.001148901678469723,0.0051339808936225195,0.0019925396075763982,2000,0.19628528322578906,0.008443399420250401,0.19624614411191782,0.16669396385453827,0.22735431458677058,0.1959150175422161,0.19665554890936202,0.0003702656835729612,2000,0.19942672451183519,0.04601178333262939,0.19977568832473158,0.05673721951573238,0.38911661432535694,0.1974089845518841,0.20144446447178627,0.0020177399599510784,0.534
0.15,5.0,1.0,2000,2000,-0.0016145245363535987,0.04823767861372773,-0.0010403885307326693,-0.18157607077123597,0.14326028736899235,-0.0037298759673243987,0.0005008268946172013,0.0021153514309708,2000,0.3188740093522023,0.008862249073996041,0.31899469754943377,0.28654549677719066,0.3460428474544626,0.31848537598925764,0.3192626427151469,0.00038863336294466953,2000,0.3172594848158487,0.048460213107710474,0.31764258593880274,0.13367842797954455,0.4631779379579558,0.31513437465116984,0.31938459498052757,0.002125110164678868,0.49
0.15,7.5,1.0,2000,2000,-0.006707473291220534,0.04703734478289273,-0.007082955550803488,-0.1760643026189826,0.13859454587376713,-0.008770186868138862,-0.004644759714302207,0.0020627135769183272,2000,0.4196945815011061,0.008810554809097693,0.41973933259091983,0.3935007001547651,0.449682727865949,0.4193082150701608,0.4200809479320514,0.00038636643094528046,2000,0.4129871082098855,0.04765089250731325,0.41285658429524735,0.24265795296402903,0.5549475209131756,0.4108974889216203,0.41507672749815067,0.0020896192882651514,0.4405
0.15,10.0,1.0,2000,2000,-0.01456243518419602,0.04437946413004962,-0.014150482999140845,-0.19056897062537606,0.12539076239364133,-0.016508593574299422,-0.012616276794092616,0.0019461583901034037,2000,0.48808630079794424,0.008495969972233059,0.48797637409660244,0.4612481755102511,0.513853982883065,0.48771372975483573,0.48845887184105274,0.00037257104310847977,2000,0.47352386561374826,0.04499896021358788,0.474168448228848,0.28705103501096185,0.6237556008478007,0.4715505406608157,0.4754971905666808,0.0019733249529325803,0.3735
0.15,15.0,1.0,2000,2000,-0.026110205914846377,0.04053977305241767,-0.02631672646051375,-0.1538003907412044,0.10769536640600846,-0.0278879835650598,-0.024332428264632954,0.0017777776502134234,2000,0.5757809400281557,0.008219730572410034,0.5756692786626589,0.5505428113129915,0.605277231825192,0.5754204828227463,0.5761413972335652,0.0003604572054094191,2000,0.5496707341133092,0.041298761361911435,0.5500635494086044,0.4268751167046563,0.6780003196584453,0.5478596727924733,0.5514817954341452,0.001811061320836015,0.2615
0.2,2.0,1.0,2000,2000,0.004422964592187127,0.04519142586987741,0.005713272877114012,-0.15038746252273016,0.15448744949186505,0.0024411995046306366,0.006404729679743618,0.0019817650875564906,2000,0.13344204043258337,0.008778328329293542,0.1333083790263638,0.10625785960852863,0.16693521120724833,0.13305708721910892,0.13382699364605782,0.0003849532134744575,2000,0.13786500502477053,0.045782179214572255,0.13925700089511345,-0.023170375462343462,0.2792289219022126,0.13585733382048198,0.13987267622905908,0.0020076712042885548,0.5475
0.2,3.0,1.0,2000,2000,0.004303631412291634,0.047250684197665975,0.0055498499359979,-0.1577073687094994,0.1589252704906539,0.0022315623305212418,0.0063757004940620254,0.002072069081770392,2000,0.22852942297941256,0.008920468987241137,0.2284001247442422,0.19707972741437993,0.25792957463473437,0.22813823651730697,0.22892060944151815,0.0003911864621056014,2000,0.2328330543917042,0.04777726338466977,0.23407131978386225,0.0731739651261073,0.3809917427872469,0.23073789340193246,0.23492821538147596,0.002095160989771763,0.5455
0.2,5.0,1.0,2000,2000,-0.0004732619620367711,0.04907628924730663,0.0019273732795806742,-0.18030450339630916,0.16272829176173242,-0.002625388715841278,0.001678864791767736,0.002152126753804507,2000,0.35540836754073607,0.009049329318183637,0.3550813756054118,0.3227817588930848,0.38455902726129965,0.35501153020791515,0.355805204873557,0.0003968373328209475,2000,0.35493510557869934,0.04966078013803563,0.3567329513659917,0.16212928102125568,0.5148298979577083,0.35275734733354563,0.35711286382385304,0.0021777582451537017,0.514
0.2,7.5,1.0,2000,2000,-0.00855360392075658,0.045487277450716665,-0.007125024984290462,-0.17734451854712746,0.12325372790068936,-0.010548342892688701,-0.006558864948824459,0.0019947389719321205,2000,0.4523352787040502,0.008855993314786764,0.45212883021383954,0.42088573121008777,0.47994790815270105,0.4519469196729054,0.45272363773519503,0.0003883590311448099,2000,0.4437816747832936,0.04614953584752276,0.4446703079928114,0.2696923791107046,0.5852999577391894,0.4417578940065397,0.4458054555600475,0.0020237807767539123,0.4425
0.2,10.0,1.0,2000,2000,-0.013471561037966985,0.04350442190505336,-0.012565110260582477,-0.18233770152048695,0.128759019708641,-0.01537934648235656,-0.011563775593577411,0.0019077854443895746,2000,0.5146235053367366,0.008528781152879465,0.5146797565380352,0.489073560759437,0.5394649516524891,0.5142494954354591,0.5149975152380142,0.00037400990127758876,2000,0.5011519442987696,0.043975193471777446,0.5031922466739347,0.3243550173925205,0.6390338215495446,0.4992235142600308,0.5030803743375085,0.00192843003873883,0.3855
0.2,15.0,1.0,2000,2000,-0.021485648656153468,0.039683164013614027,-0.019905519846939432,-0.162513851096795,0.10089018614177478,-0.02322586170524821,-0.019745435607058725,0.0017402130490947424,2000,0.5893695710535557,0.008215925433929006,0.5892787445317513,0.5639406664684073,0.6177167444692511,0.5890092807136622,0.5897298613934492,0.000360290339893453,2000,0.5678839223974023,0.04032242504709441,0.5694338291656249,0.43428474844963144,0.6854723502254012,0.5661156760394751,0.5696521687553294,0.0017682463579271406,0.3
0.25,2.0,1.0,2000,2000,0.002706320574903288,0.04808018180048974,0.002015156777378152,-0.16307282539827733,0.16936597350749244,0.0005978758011106699,0.004814765348695906,0.002108444773792618,2000,0.1500142470972645,0.009069764400677537,0.1499789759241737,0.11360334366354385,0.18078299166899398,0.14961651363133271,0.15041198056319627,0.0003977334659317803,2000,0.15272056767216777,0.048910901484199125,0.15093890271176136,-0.02652807426106274,0.31403297063198055,0.15057569361483225,0.15486544172950328,0.0021448740573355076,0.514
0.25,3.0,1.0,2000,2000,0.002587315405618794,0.04968182608877758,0.0032803874536891098,-0.1661000805584532,0.15624050169614473,0.0004086342391451292,0.004765996572092458,0.0021786811664736647,2000,0.2500675115623901,0.009399969046621624,0.2500413318767518,0.22159625810355688,0.2812928562624343,0.24965529773814954,0.25047972538663066,0.00041221382424057025,2000,0.25265482696800895,0.050396076651174425,0.25305701770195954,0.0916256713011776,0.42339004695251636,0.2504448240009707,0.2548648299350472,0.0022100029670382524,0.532
0.25,5.0,1.0,2000,2000,-0.000844328531559943,0.04891408922247714,0.0003999736816787808,-0.19077096019795498,0.1463686213716215,-0.002989342379758563,0.0013006853166386773,0.00214501384819862,2000,0.37510880760500753,0.009054851315218517,0.3750297838977664,0.34120783211340483,0.4085586363569475,0.3747117281178238,0.3755058870921913,0.0003970794871837866,2000,0.37426447907344756,0.04971628163560409,0.37476989045409764,0.16243606265461313,0.5276112788663202,0.3720842869389427,0.37644467120795244,0.0021801921345048583,0.503
0.25,7.5,1.0,2000,2000,-0.006857759256070551,0.04697465262253048,-0.006051708393226066,-0.15782626558251783,0.13015248260857146,-0.008917723613811171,-0.004797794898329931,0.0020599643577406197,2000,0.46403599088859365,0.008801203189399556,0.464228598093375,0.43497693589767966,0.4974650935363558,0.46365003455122417,0.46442194722596314,0.0003859563373694938,2000,0.4571782316325231,0.04785180889056192,0.45776739118753845,0.30164110918743325,0.6056700443178522,0.45507980162261824,0.4592766616424279,0.0020984300099048444,0.447
0.25,10.0,1.0,2000,2000,-0.011028518833129048,0.04314144709697134,-0.009948580565173254,-0.16957041090808234,0.1247804960457718,-0.012920386859812205,-0.00913665080644589,0.0018918680266831564,2000,0.5189930467014906,0.008595759838894738,0.5192131469175385,0.4899670817232002,0.5471468174838634,0.5186160996054022,0.519369993797579,0.0003769470960883405,2000,0.5079645278683614,0.04410131815178882,0.509571750243629,0.3550208338176561,0.6492761462129764,0.5060305669245291,0.5098984888121938,0.0019339609438323198,0.4085
0.25,15.0,1.0,2000,2000,-0.016623703755241147,0.03980400608190754,-0.017185531057708786,-0.15261673295677558,0.11936004617754523,-0.01836921605275398,-0.014878191457728314,0.001745512297512833,2000,0.5833487825021998,0.007938674359397966,0.5833901944411667,0.5547258054257829,0.6087872190410811,0.5830006503646515,0.583696914639748,0.00034813213754827374,2000,0.5667250787469588,0.04059644567480896,0.5668267025166258,0.4305986207126645,0.7153720770010046,0.5649448158504334,0.5685053416434841,0.0017802628965253833,0.3495
