synthetic_fraction,activity_multiplier,baseline_multiplier,n_worlds,paired_delta_effect_n,paired_delta_effect_mean,paired_delta_effect_std,paired_delta_effect_median,paired_delta_effect_min,paired_delta_effect_max,paired_delta_effect_ci95_low,paired_delta_effect_ci95_high,paired_delta_effect_ci95_half_width,paired_production_change_n,paired_production_change_mean,paired_production_change_std,paired_production_change_median,paired_production_change_min,paired_production_change_max,paired_production_change_ci95_low,paired_production_change_ci95_high,paired_production_change_ci95_half_width,paired_exposure_change_n,paired_exposure_change_mean,paired_exposure_change_std,paired_exposure_change_median,paired_exposure_change_min,paired_exposure_change_max,paired_exposure_change_ci95_low,paired_exposure_change_ci95_high,paired_exposure_change_ci95_half_width,fraction_paired_effect_gt_0
0.05,10.0,1.0,10000,10000,-0.013112428210837215,0.04134772573912409,-0.013553941274374679,-0.18136814079762653,0.1522723012554127,-0.013922926853254218,-0.012301929568420212,0.0008104986424170035,10000,0.2947258092686329,0.007371061775086546,0.29471795599355555,0.26660952543871247,0.3229884036581806,0.29458132162257533,0.29487029691469047,0.0001444876460575573,10000,0.28161338105779565,0.04161242961213779,0.2810818011558379,0.11697656153766552,0.45580943121301837,0.280797693686715,0.28242906842887633,0.0008156873710806728,0.3752
0.05,15.0,1.0,10000,10000,-0.031004092309782332,0.0420809296923461,-0.03178602686736705,-0.18056223807421273,0.12319625972071543,-0.03182896322535531,-0.03017922139420935,0.000824870915572983,10000,0.3911396202416156,0.007713638955035168,0.3910781737092728,0.36455216487354225,0.4195688524431408,0.3909884173933478,0.3912908230898834,0.0001512028482677886,10000,0.3601355279318332,0.042456999132861224,0.359439399804681,0.21034627339978818,0.5068641368379059,0.3593032852983351,0.36096777056533125,0.0008322426334980543,0.2326
0.1,2.0,1.0,10000,10000,0.0016794395674078193,0.035636665267542986,0.0011972423630049814,-0.15747310051961175,0.13851208550001665,0.0009808892045209284,0.0023779899302947102,0.0006985503628868908,10000,0.08183018239177237,0.006853850405979281,0.08182526138503596,0.05287733591582791,0.10795744576667178,0.08169583312950764,0.0819645316540371,0.0001343492622647234,10000,0.08350962195918016,0.036097723501709,0.0830832733517821,-0.08664825422252562,0.22125319188498166,0.08280203392696112,0.0842172099913992,0.0007075880322190434,0.5154
0.1,3.0,1.0,10000,10000,0.0017999365544540161,0.03919990560267587,0.0015496263052077047,-0.1715923549854405,0.15825809312223996,0.0010315395094919848,0.0025683335994160475,0.0007683970449620315,10000,0.15004765415105947,0.0074274214085318585,0.14998129483441358,0.12037313675172702,0.17874837441932195,0.14990206174275494,0.150193246559364,0.00014559240830452468,10000,0.15184759070551349,0.03974674238649822,0.15191939015932593,-0.03397966722064866,0.304421959039435,0.15106847455900502,0.15262670685202195,0.0007791161465084635,0.5168
0.1,5.0,1.0,10000,10000,0.00016123532617751666,0.04385594901093748,0.0002345493439593338,-0.1858976254858954,0.15186990336979614,-0.0006984295405080178,0.001020900192863051,0.0008596648666855344,10000,0.25719840191902577,0.007976383046983167,0.25723164130676146,0.23081875433585555,0.2878948905366466,0.2570420487577475,0.25735475508030403,0.00015635316127824377,10000,0.25735963724520333,0.04424810146435825,0.25705105210246726,0.052893959161750576,0.41451282551849944,0.25649228540117053,0.25822698908923614,0.0008673518440328107,0.5018
0.1,7.5,1.0,10000,10000,-0.007021852110074439,0.044977487775742946,-0.007245564308754858,-0.19361994940945448,0.1476203392448588,-0.007903501393799693,-0.006140202826349184,0.0008816492837252546,10000,0.35449193265246404,0.00823398059212235,0.3544166130026353,0.3202841795182811,0.3870513284308212,0.3543305300608509,0.35465333524407716,0.0001614025916131196,10000,0.3474700805423896,0.04541062567645054,0.3471516472807729,0.1590119198218278,0.5096456995841634,0.34657994088406147,0.3483602202007177,0.0008901396583281479,0.4354
0.1,10.0,1.0,10000,10000,-0.015281897560397596,0.04463678980480011,-0.015187270259914037,-0.20585307151061155,0.14506111054038617,-0.016156868478191297,-0.014406926642603894,0.0008749709177937008,10000,0.42629611272802576,0.008226210752141524,0.4262950416564724,0.3967596442348485,0.4565305544014249,0.42613486244091414,0.42645736301513737,0.0001612502871116341,10000,0.4110142151676281,0.0451699015127079,0.4111611945558069,0.22721775334011612,0.592645040331855,0.41012879418739945,0.41189963614785674,0.0008854209802286228,0.3702
0.1,15.0,1.0,10000,10000,-0.030190128013871054,0.041703565150189484,-0.029890547781157552,-0.1869602688409262,0.11667446630871223,-0.031007601824920225,-0.029372654202821882,0.0008174738110491701,10000,0.5250515283449328,0.008026263824883924,0.5250308479521614,0.49635017984368474,0.5544075896113418,0.5248941974200159,0.5252088592698498,0.00015733092491695855,10000,0.49486140033106174,0.0421585556184724,0.49533041229117436,0.3310694960590821,0.6391873857253275,0.49403500779110393,0.49568779287101955,0.0008263925399578085,0.2351
0.15,2.0,1.0,10000,10000,0.0027987883044587056,0.041762253242421214,0.002743877002719483,-0.16197707589704952,0.1649202797267753,0.0019801640886840137,0.0036174125202333976,0.0008186242157746917,10000,0.11087834580974677,0.00800859515237154,0.11086633484800634,0.08148764986669077,0.14272598762235056,0.11072136122637166,0.11103533039312188,0.00015698458337510567,10000,0.11367713411420548,0.0422750537738339,0.11361552477338599,-0.058587908821380735,0.27213057024444753,0.11284845797593418,0.11450581025247678,0.0008286761382713002,0.5272
0.15,3.0,1.0,10000,10000,0.003141152399750118,0.04521902379431745,0.0032154448353820322,-0.17011759602338197,0.19319676027517232,0.002254768523936665,0.00402753627556357,0.0008863838758134527,10000,0.19611957863526983,0.008425287473073348,0.19613912824248875,0.16669396385453827,0.23052611719319094,0.1959544260437589,0.19628473122678075,0.00016515259151091567,10000,0.19926073103501996,0.04577044464475268,0.19922578181308126,0.02765776095339445,0.38911661432535694,0.1983635382007284,0.2001579238693115,0.0008971928342915559,0.5305
0.15,5.0,1.0,10000,10000,-0.00029534815964699985,0.04755660905680648,0.00031302592440206334,-0.20641175492031785,0.1679287925571122,-0.0012275534113139893,0.0006368570920199895,0.0009322052516669894,10000,0.3187296045496961,0.008717668090228541,0.3186752915330519,0.28654549677719066,0.35040338796469006,0.31855872070963315,0.3189004883897591,0.00017088384006297568,10000,0.31843425639004913,0.04811891123734149,0.31925119644818356,0.10879982124053836,0.4841738579832241,0.31749102888393393,0.3193774838961643,0.0009432275061152071,0.5037
0.15,7.5,1.0,10000,10000,-0.00744714899758509,0.04663287246240889,-0.007545883105871079,-0.1760643026189826,0.17241746018645293,-0.008361247152856164,-0.006533050842314015,0.0009140981552710749,10000,0.41971257795866457,0.008714713501152866,0.419794243967988,0.38167118412670314,0.4578889793426274,0.419541752034494,0.4198834038828351,0.00017082592417057947,10000,0.4122654289610795,0.04714817954209834,0.41242445089410995,0.24265795296402903,0.6040429384436524,0.4113412297499208,0.41318962817223814,0.0009241992111586778,0.4393
0.15,10.0,1.0,10000,10000,-0.0145758600646401,0.04454561325480842,-0.014693674305186796,-0.20839672256404365,0.14529470323281968,-0.015449043738548737,-0.013702676390731463,0.0008731836739086374,10000,0.48818270140469505,0.008483146797316925,0.48818699771037594,0.4537555803101019,0.518004678593786,0.4880164146539792,0.4883489881554109,0.00016628675071586103,10000,0.473606841340055,0.045158935883357516,0.4734233714514042,0.2817033360953982,0.6293262019061615,0.47272163530823147,0.4744920473718785,0.0008852060318235325,0.3743
0.15,15.0,1.0,10000,10000,-0.025541784812694538,0.04071273766434758,-0.02536524631198324,-0.19532341697068809,0.13182319504269807,-0.02633983641084593,-0.024743733214543148,0.0007980515981513895,10000,0.575807786048757,0.008093037364864062,0.5758586091203642,0.5462803291065901,0.6073031838046621,0.5756491462280656,0.5759664258694485,0.00015863982069141394,10000,0.5502660012360625,0.04141856660595644,0.5503997382756292,0.38633209989077716,0.7069924327868311,0.5494541139700787,0.5510778885020463,0.0008118872659838115,0.2706
0.2,2.0,1.0,10000,10000,0.0031524837248349874,0.04564729186408581,0.004005120562005582,-0.16960796898441105,0.17484607663599872,0.0022577049329062485,0.004047262516763727,0.0008947787919287389,10000,0.133300209127216,0.00873131082185169,0.13328046042013142,0.10348419476919127,0.16693521120724833,0.13312905786215534,0.13347136039227664,0.00017115126506064512,10000,0.136452692852051,0.04629189917480182,0.13719738397882125,-0.036610042648872354,0.31119504916958457,0.1355452784594722,0.1373601072446298,0.0009074143925787898,0.5367
0.2,3.0,1.0,10000,10000,0.003617306876921491,0.04821130599691791,0.004216174689813612,-0.18637198035448485,0.18552424685243368,0.002672268247561547,0.004562345506281435,0.000945038629359944,10000,0.22865734228522852,0.00905462788594382,0.22851061812268608,0.19568647392765937,0.2593846692128049,0.22847985335499205,0.228834831215465,0.00017748893023648252,10000,0.23227464916215004,0.048838874317667536,0.23295753470912392,0.04037826601149108,0.40526947386448614,0.23131730893063668,0.2332319893936634,0.0009573402315133654,0.5341
0.2,5.0,1.0,10000,10000,-0.00034081687380007,0.04844844374345983,0.0006814078087451353,-0.21370236669979203,0.18366459787012826,-0.0012905038802642518,0.000608870132664112,0.0009496870064641819,10000,0.3553929038374306,0.009017840609990953,0.3553033182408739,0.32106399685904985,0.3947354627766517,0.3552161360118422,0.355569671663019,0.00017676782558840253,10000,0.35505208696363055,0.04901782826700536,0.3557761110768157,0.14586624052180536,0.5454591018562617,0.35409123887454097,0.35601293505272014,0.0009608480890895858,0.505
0.2,7.5,1.0,10000,10000,-0.007038772186071172,0.04662308493517125,-0.0060000964676966695,-0.22797166363816349,0.14854962819360706,-0.007952678486109657,-0.006124865886032687,0.0009139063000384853,10000,0.45213594206214813,0.008787406115487038,0.4520626163355861,0.41686534269854525,0.48567552220121446,0.4519636912164328,0.45230819290786345,0.00017225084571531734,10000,0.445097169876077,0.04729893215899711,0.445769487411748,0.22284438665959272,0.6051724789483661,0.4441700156102169,0.4460243241419371,0.0009271542658600697,0.4512
0.2,10.0,1.0,10000,10000,-0.013102196389224292,0.04439522201111954,-0.011686978854184155,-0.18233770152048695,0.13786726132732868,-0.013972432092073763,-0.01223196068637482,0.0008702357028494721,10000,0.5142405814104839,0.00850243948621577,0.514294433461856,0.47813412489206286,0.5488591994821899,0.5140739164842365,0.5144072463367313,0.00016666492624744272,10000,0.5011383850212595,0.04499001393896496,0.5025286216578988,0.3243550173925205,0.6510097100894211,0.5002564901995245,0.5020202798429946,0.0008818948217350158,0.3945
0.2,15.0,1.0,10000,10000,-0.02073737922382783,0.03982286963962439,-0.019140658499933433,-0.17285870531642591,0.12358872585935277,-0.021517987617714035,-0.019956770829941628,0.0007806083938862031,10000,0.5892785818614803,0.00815806470253645,0.5894052756504794,0.5567328477322231,0.6203217036914002,0.5891186673740941,0.5894384963488665,0.00015991448738616738,10000,0.5685412026376525,0.04052341620881172,0.5699448727580593,0.40653243960577745,0.7143035361827108,0.5677468621210648,0.5693355431542402,0.0007943405165876691,0.3087
0.25,2.0,1.0,10000,10000,0.003762820460929072,0.04830517815124429,0.0038537993397698006,-0.1838218289317232,0.17474409157585483,0.0028159417484138337,0.0047096991734443105,0.0009468787125152382,10000,0.15006093892016098,0.009275974574630436,0.15007584604885865,0.11360334366354385,0.1901293952272458,0.1498791111493359,0.15024276669098607,0.00018182777082510163,10000,0.15382375938109005,0.0492166982299607,0.15393568112668105,-0.039248745461046786,0.32452247940891304,0.15285901304047364,0.15478850572170647,0.0009647463406163997,0.5319
0.25,3.0,1.0,10000,10000,0.0033901599303521484,0.049478971356963226,0.0037879815005388284,-0.1799916284263093,0.18605519778143007,0.0024202725085861057,0.004360047352118191,0.0009698874217660425,10000,0.25008163817618734,0.009413385485849192,0.25008260977532903,0.213262877359659,0.28862528223686246,0.24989711687494418,0.2502661594774305,0.0001845213012431653,10000,0.2534717981065395,0.05015717612502945,0.25384873488550885,0.06878939579186072,0.4362598575704561,0.2524886165063399,0.25445497970673914,0.0009831816001996169,0.5334
0.25,5.0,1.0,10000,10000,-0.00041241076936226415,0.048679438575473785,0.000874868225299183,-0.19077096019795498,0.16426586486777206,-0.0013666257394424836,0.0005418042007179554,0.0009542149700802195,10000,0.37507630670706493,0.009225796308538614,0.37506133118216245,0.33772691979195674,0.4103662529742855,0.37489546253124584,0.375257150882884,0.00018084417581910644,10000,0.37466389593770266,0.049391157130284996,0.37599990863335586,0.16243606265461313,0.542257535551214,0.3736957298515176,0.3756320620238877,0.0009681660861850565,0.5072
0.25,7.5,1.0,10000,10000,-0.006262313880490676,0.046621411350530766,-0.004902610495372023,-0.19309172841177802,0.1476728054990008,-0.007176187374901891,-0.005348440386079461,0.0009138734944112148,10000,0.4642892937996946,0.008908351353714171,0.46444429070696064,0.4309169693126573,0.4974650935363558,0.46411467218389124,0.4644639154154979,0.00017462161580333546,10000,0.45802697991920394,0.047338136779309675,0.4591961392709748,0.28125225916910823,0.6159824168795669,0.4570990571638811,0.45895490267452677,0.0009279227553228346,0.4553
0.25,10.0,1.0,10000,10000,-0.01044349481184963,0.04345988420438614,-0.00913387526602226,-0.18147879983143775,0.1247804960457718,-0.011295396011192387,-0.009591593612506874,0.0008519011993427557,10000,0.5191704052025768,0.008517878569792157,0.5192581836786279,0.4831763885744425,0.551590917818187,0.5190034376392181,0.5193373727659356,0.00016696756335879865,10000,0.5087269103907271,0.044323298749906745,0.510071760730048,0.34412846631798455,0.6492761462129764,0.5078580845285529,0.5095957362529014,0.0008688258621743411,0.4149
0.25,15.0,1.0,10000,10000,-0.016205435768480582,0.039704971150158606,-0.015008758344563,-0.1728680526677962,0.11936004617754523,-0.016983733114686487,-0.015427138422274677,0.0007782973462059043,10000,0.583282672372327,0.008099591697232447,0.5832835084502039,0.5527457810675633,0.6097957006162495,0.5831239040735297,0.5834414406711244,0.00015876829879732095,10000,0.5670772366038463,0.04047642267310395,0.5683596051787775,0.4115281484998926,0.7153720770010046,0.5662838172551394,0.5678706559525533,0.0007934193487069051,0.3506
